0,representar,5,5,2,letra,0.125500153867,sumar,0.0580365385395,,,1
0,representar,3,4,D,letra,0.173505485291,,,par,0.0176198396366,1
0,sumar,4,2,A,letra,0.144528749981,,,representar,0.0962047397625,1
0,sumar,2,2,5,letra,0.0276797430124,,,representar,0.125444271835,1
0,sumar,3,3,6,,,sumar,0.00912236841395,,,1
0,representar,4,2,6,,,sumar,0.143424324226,,,1
0,sumar,2,4,6,,,sumar,0.0818271923345,,,1
0,representar,1,3,2,letra,0.233758804738,,,representar,0.262860141927,1
0,sumar,4,1,2,letra,0.143085256102,,,representar,0.0683143063216,1
0,sumar,1,2,3,letra,0.0622752682539,,,par,0.0488586655119,1
0,sumar,4,2,6,,,sumar,0.0104729774175,,,1
0,sumar,5,4,1,letra,0.129527815501,,,par,0.0926003468921,1
0,sumar,2,1,3,,,sumar,0.169983405271,,,1
0,sumar,5,4,C,letra,0.0295593435876,,,,,1
0,representar,1,3,4,letra,0.0522663383745,,,representar,0.514693771955,1
0,representar,5,1,6,letra,0.111733910744,,,par,0.131170294946,1
0,representar,4,5,3,letra,0.173812459107,,,par,0.110271915328,1
0,sumar,2,3,A,letra,0.0672646298772,,,par,0.134547383641,1
0,sumar,4,4,2,,,sumar,0.641913054278,,,1
0,representar,3,3,A,letra,0.170274898177,,,representar,0.180647061439,1
0,representar,1,5,C,letra,0.0559534215135,,,par,0.0301562998211,1
0,sumar,4,1,5,,,sumar,0.172216422157,,,1
0,representar,1,3,4,letra,0.184575419058,sumar,0.0893078364898,,,1
0,sumar,3,1,2,letra,0.00258832098916,,,representar,0.113574620569,1
0,sumar,1,4,5,letra,0.0962270171149,,,par,0.126635918976,1
0,representar,2,4,1,,,sumar,0.0795488655567,,,1
0,sumar,3,4,5,letra,0.0407519913279,,,representar,0.0243894980522,1
0,representar,2,5,B,letra,0.036805509706,,,,,1
0,sumar,3,3,C,,,sumar,0.127411093679,,,1
0,sumar,4,3,C,,,sumar,0.236899149837,,,1
0,sumar,4,5,A,letra,0.0498029969167,,,representar,0.112728460343,1
0,representar,3,3,6,,,representar,0.60205555358,,,1
